이름,위도,경도,좌표정보(X),좌표정보(Y),속성
자하문고개.윤동주문학관,37.59219358,126.9671282,,,버스 정류소
자하문고개.윤동주문학관,37.59225741,126.9671677,,,버스 정류소
청운중학교,37.58812866,126.9724615,,,버스 정류소
경복고교,37.58504593,126.971148,,,버스 정류소
통인시장종로구보건소,37.58033173,126.9711089,,,버스 정류소
통인시장종로구보건소,37.58048929,126.971244,,,버스 정류소
효자동,37.58308184,126.9705348,,,버스 정류소
사직단.어린이도서관,37.57511252,126.9680206,,,버스 정류소
사직동주민센터,37.57609006,126.9713179,,,버스 정류소
경복궁역,37.57688877,126.9722922,,,버스 정류소
경복궁역,37.57764064,126.9721844,,,버스 정류소
경복궁,37.57577149,126.9787905,,,버스 정류소
KT광화문지사,37.5724045,126.9772023,,,버스 정류소
광화문,37.57003982,126.9764107,,,버스 정류소
서울역사박물관.경교장.강북삼성병원,37.56993064,126.9713844,,,버스 정류소
광화문.금호아시아나본관앞,37.57020901,126.9731311,,,버스 정류소
광화문,37.57023908,126.9757675,,,버스 정류소
세종문화회관,37.57266095,126.9767122,,,버스 정류소
서울지방경찰청.경복궁역,37.57590104,126.9714955,,,버스 정류소
사직단,37.57494659,126.9680705,,,버스 정류소
광화문광화문빌딩,37.56969249,126.9768398,,,버스 정류소
덕성여중고,37.57573943,126.9819731,,,버스 정류소
안국역.종로경찰서.인사동,37.57597118,126.9840963,,,버스 정류소
국민은행세검정지점,37.604688,126.960969,,,버스 정류소
세검정초등학교,37.60248796,126.9612836,,,버스 정류소
세검정.상명대,37.60066502,126.9587715,,,버스 정류소
상명대입구.석파랑,37.599605,126.958688,,,버스 정류소
하림각,37.598269,126.9618276,,,버스 정류소
자하문터널입구.석파정,37.59558027,126.9637112,,,버스 정류소
부암동주민센터.무계원,37.592874,126.964027,,,버스 정류소
부암동주민센터.무계원,37.59275754,126.965131,,,버스 정류소
자하문터널입구.석파정,37.59559179,126.9638097,,,버스 정류소
하림각,37.59814363,126.9622117,,,버스 정류소
상명대입구.세검정교회,37.59955974,126.9592186,,,버스 정류소
세검정.상명대,37.60061499,126.958889,,,버스 정류소
세검정초등학교,37.60229124,126.9613311,,,버스 정류소
국민은행세검정지점,37.60470411,126.9611311,,,버스 정류소
승가사입구,37.61158733,126.9563453,,,버스 정류소
구기동현대빌라,37.61003593,126.9564726,,,버스 정류소
구기터널.삼성출판박물관,37.60854039,126.956184,,,버스 정류소
구기터널.삼성출판박물관,37.6083598,126.9564398,,,버스 정류소
구기동,37.60704451,126.9585968,,,버스 정류소
구기동,37.60695423,126.9590556,,,버스 정류소
승가사입구,37.61143992,126.9564593,,,버스 정류소
갑을씨티텔앞,37.60432366,126.9635571,,,버스 정류소
평창파출소,37.6052849,126.9660716,,,버스 정류소
평창동주민센터,37.60660852,126.9695658,,,버스 정류소
일성아파트,37.60880117,126.9729382,,,버스 정류소
롯데아파트,37.61039233,126.9764904,,,버스 정류소
롯데아파트,37.61009411,126.9760875,,,버스 정류소
벽산평창힐스아파트,37.60827711,126.9727677,,,버스 정류소
예능교회,37.60662695,126.9700287,,,버스 정류소
서울예술고등학교.평창동주민센터,37.60587045,126.9675555,,,버스 정류소
화정박물관,37.60459289,126.964752,,,버스 정류소
강북삼성병원,37.5680684,126.9687255,,,버스 정류소
독립문역.서대문형무소역사관,37.57315143,126.9593699,,,버스 정류소
서대문.서울시교육청,37.5681995,126.964432,,,버스 정류소
서대문역사거리.적십자병원,37.56778008,126.968441,,,버스 정류소
독립문,37.57111989,126.9614825,,,버스 정류소
창덕궁.서울돈화문국악당,37.57742132,126.9886004,,,버스 정류소
무교동,37.56914276,126.9802557,,,버스 정류소
청계1가.광교,37.56860788,126.9849079,,,버스 정류소
청계2가.수표교,37.568322,126.990686,,,버스 정류소
청계4가.세운교,37.56885763,126.9964925,,,버스 정류소
청계5가.광장시장,37.56937812,126.9998215,,,버스 정류소
원남동,37.57453251,126.9973383,,,버스 정류소
창덕궁.우리소리박물관,37.57729098,126.987876,,,버스 정류소
안국역.종로경찰서.인사동,37.57586565,126.9841842,,,버스 정류소
조계사,37.57236082,126.98307,,,버스 정류소
조계사,37.57248806,126.9828945,,,버스 정류소
안국동,37.57461265,126.9827837,,,버스 정류소
종로5가.효제동.김상옥의거터,37.57446367,127.0021112,,,버스 정류소
종로5가.효제초등학교,37.57288183,127.002028,,,버스 정류소
창덕궁.돈화문국악당,37.57747763,126.9910612,,,버스 정류소
종로5가,37.57055607,127.0020675,,,버스 정류소
청계6가.동대문시장,37.569752,127.0028494,,,버스 정류소
동대문,37.57178536,127.0085129,,,버스 정류소
충신동,37.574106,127.006331,,,버스 정류소
충신동,37.57440236,127.0062426,,,버스 정류소
현대그룹빌딩,37.5759191,127.0005179,,,버스 정류소
방송통신대.이화장,37.57812399,127.0022982,,,버스 정류소
혜화역.마로니에공원,37.58110688,127.0021325,,,버스 정류소
혜화역.서울대병원입구,37.58106212,127.0019211,,,버스 정류소
방송통신대.이화장,37.5781308,127.0020798,,,버스 정류소
이화동(이화장),37.57605806,127.0007064,,,버스 정류소
창경궁.서울대학교병원,37.57881833,126.9967379,,,버스 정류소
이화동(이화장),37.57603475,127.0032823,,,버스 정류소
혜화동로터리,37.58572598,127.0008281,,,버스 정류소
명륜동2가.성균관대입구,37.58340673,126.9992936,,,버스 정류소
혜화역.서울연극센터(장면총리가옥),37.58403777,127.0014345,,,버스 정류소
혜화역.동성중고(장면총리가옥),37.58454158,127.0015281,,,버스 정류소
종로구민회관.창신동두산아파트,37.57409223,127.0155868,,,버스 정류소
동묘역앞,37.57168703,127.0156382,,,버스 정류소
동묘역앞,37.57189158,127.0157698,,,버스 정류소
청계2가교차로,37.5684809,126.9878779,,,버스 정류소
창신3동주민센터,37.57877438,127.0151881,,,버스 정류소
숭인1동주민센터,37.57875171,127.0152404,,,버스 정류소
동묘역.롯데캐슬천지인,37.57418192,127.015664,,,버스 정류소
신설동로터리,37.57585614,127.0229469,,,버스 정류소
동묘앞,37.57368465,127.0178407,,,버스 정류소
구기동현대빌라,37.60964243,126.9565957,,,버스 정류소
광장시장,37.56950211,126.9978384,,,버스 정류소
혜화경찰서,37.57258424,126.997571,,,버스 정류소
서울역사박물관.김구집무실(경교장),37.57002979,126.9721428,,,버스 정류소
청계3가.관수교,37.56860916,126.9937893,,,버스 정류소
청계6가.버들다리,37.56983829,127.0080442,,,버스 정류소
청계7가.맑은내다리,37.5699186,127.0129569,,,버스 정류소
청계8가.영도교,37.57089463,127.018274,,,버스 정류소
원남동사거리,37.57578617,126.9982124,,,버스 정류소
숭인동,37.57438126,127.0203787,,,버스 정류소
조계사,37.57279704,126.9830466,,,버스 정류소
세종문화회관,37.57334287,126.9766821,,,버스 정류소
이화동(이화장),37.5761872,127.0029997,,,버스 정류소
상명대정문,37.60166612,126.9550659,,,버스 정류소
이북오도청,37.61305175,126.955893,,,버스 정류소
상명대입구.세검정교회,37.59939339,126.9597659,,,버스 정류소
상명대입구.석파랑,37.59976676,126.9583524,,,버스 정류소
종로중부새마을금고,37.57239261,127.0065017,,,버스 정류소
신설동로터리.신한은행앞.서울풍물시장,37.57438854,127.023202,,,버스 정류소
청계2가.삼일교,37.56827105,126.9872038,,,버스 정류소
청계8가.황학교,37.57202421,127.0227587,,,버스 정류소
평창동삼성아파트,37.61114471,126.9786583,,,버스 정류소
안국역.종로경찰서.인사동,37.57644246,126.985459,,,버스 정류소
안국역.종로경찰서.인사동,37.57631159,126.9848482,,,버스 정류소
남인사마당,37.5713121,126.9875497,,,버스 정류소
평창파출소,37.60565062,126.9668407,,,버스 정류소
삼청공원,37.58820522,126.9816831,,,버스 정류소
수성동계곡,37.58207926,126.9642468,,,버스 정류소
명륜3가종점,37.59094741,126.992862,,,버스 정류소
명륜새마을금고,37.587775,126.996701,,,버스 정류소
서대문3번출구,37.56638695,126.9661707,,,버스 정류소
낙산공원,37.5804315,127.0087267,,,버스 정류소
인사미술공간.세탁소,37.5814087,126.9893928,,,버스 정류소
화정박물관,37.60477714,126.9648999,,,버스 정류소
금융연수원,37.58659721,126.9816318,,,버스 정류소
박노수미술관,37.58102384,126.9666083,,,버스 정류소
샘미용실,37.59031994,126.9932462,,,버스 정류소
서울국제고등학교,37.58909477,126.9972253,,,버스 정류소
화정박물관,37.6050003,126.9652221,,,버스 정류소
적십자병원후문앞,37.56746105,126.9651082,,,버스 정류소
서울성곽.성대후문,37.58936828,126.9896242,,,버스 정류소
빨래터.고희동미술관,37.58265202,126.9893435,,,버스 정류소
세검초등학교,37.60421635,126.9613774,,,버스 정류소
삼청동주민센터,37.58426224,126.9819214,,,버스 정류소
통인시장,37.58045056,126.9687475,,,버스 정류소
양현관,37.58979638,126.9936156,,,버스 정류소
국민생활관,37.58982995,126.9988862,,,버스 정류소
오거리,37.60708503,126.9622896,,,버스 정류소
경희궁자이2.3단지,37.56872813,126.963958,,,버스 정류소
창신쌍용2단지.한성대후문,37.581314,127.012764,,,버스 정류소
통일부,37.58757377,126.9856444,,,버스 정류소
원서고개,37.58313929,126.9878078,,,버스 정류소
종로5가입구.혜화경찰서,37.57175197,126.9976354,,,버스 정류소
삼청파출소,37.58181295,126.9812527,,,버스 정류소
오거리.한옥마을입구,37.57949911,126.9695468,,,버스 정류소
명륜시장.성대후문,37.58852435,126.9952895,,,버스 정류소
혜화초등학교,37.58725861,126.9998817,,,버스 정류소
청련사입구,37.60802413,126.9624033,,,버스 정류소
영천시장,37.56993749,126.9627339,,,버스 정류소
명신초.삼선푸르지오.힐스테이트,37.58214747,127.0145303,,,버스 정류소
감사원,37.58630021,126.9853527,,,버스 정류소
중앙중고,37.58313014,126.9869646,,,버스 정류소
인왕빌딩,37.60787761,126.9576748,,,버스 정류소
종로4가.종묘공원,37.57053493,126.9933354,,,버스 정류소
국립민속박물관,37.57925522,126.9795529,,,버스 정류소
광화문새마을금고,37.5794299,126.971144,,,버스 정류소
새마을금고,37.587764,126.996533,,,버스 정류소
혜화우체국,37.58606005,127.000652,,,버스 정류소
언덕앞,37.60897784,126.9637502,,,버스 정류소
경희궁자이4단지,37.57062718,126.9620022,,,버스 정류소
종로센트레빌후문.e편한세상보문아파트,37.58181551,127.0161805,,,버스 정류소
사우디대사관앞.경남빌라,37.58410605,126.9850108,,,버스 정류소
안국선원.삼거리,37.58279098,126.9849937,,,버스 정류소
구기터널입구,37.60824748,126.9568023,,,버스 정류소
종로3가.1.3.5호선,37.5710577,126.9920673,,,버스 정류소
경복궁,37.57694919,126.9794156,,,버스 정류소
경복궁역,37.57669709,126.9723619,,,버스 정류소
소나무집,37.61133533,126.9641242,,,버스 정류소
독립문역3번출구,37.57284056,126.9596864,,,버스 정류소
청룡사.보문파크뷰자이아파트,37.58001947,127.0170513,,,버스 정류소
북촌한옥마을입구.정세권활동터,37.58159945,126.9849792,,,버스 정류소
종로1.2.3.4가동주민센터,37.5743637,126.9910279,,,버스 정류소
창덕궁,37.57606978,126.9905176,,,버스 정류소
아름다운실버,37.61202201,126.9654343,,,버스 정류소
독립문초등학교,37.57385981,126.9607061,,,버스 정류소
종로센트레빌아파트,37.58034969,127.0156407,,,버스 정류소
가회동주민센터,37.5799374,126.9849331,,,버스 정류소
문방구,37.6062969,126.9579492,,,버스 정류소
원남로터리,37.57622486,126.9973507,,,버스 정류소
보현산신각,37.61347641,126.9657637,,,버스 정류소
천사유치원,37.57467705,126.9618149,,,버스 정류소
쌍용아파트입구.창신역,37.58051063,127.0150007,,,버스 정류소
아름다운가게.정독도서관,37.57891938,126.9850932,,,버스 정류소
산정빌라,37.60515273,126.9574985,,,버스 정류소
이화사거리,37.57647127,127.0021147,,,버스 정류소
박종화고택입구,37.61433238,126.9676637,,,버스 정류소
무악현대아파트후문,37.57630822,126.9619725,,,버스 정류소
헌법재판소.안국역,37.57757327,126.9857196,,,버스 정류소
청구빌라,37.60461247,126.9569707,,,버스 정류소
서울대어린이병원응급실.갑상선센터,37.57815458,126.9994856,,,버스 정류소
화인빌라,37.61297509,126.9685484,,,버스 정류소
넓은마당,37.57527297,126.9628884,,,버스 정류소
창신초등학교,37.57690312,127.015387,,,버스 정류소
수운회관,37.57519246,126.9866595,,,버스 정류소
상명대후문,37.6040312,126.9573503,,,버스 정류소
힐탑,37.61163964,126.9690414,,,버스 정류소
신학대학교총회본부,37.57397598,126.9634435,,,버스 정류소
낙원상가,37.57372579,126.9874228,,,버스 정류소
완성빌라,37.60340672,126.9575212,,,버스 정류소
서울대병원장례식장,37.58053639,126.9974252,,,버스 정류소
혜화역1번출구,37.58343559,127.0017606,,,버스 정류소
감나무골공원,37.61240568,126.9699425,,,버스 정류소
한국사회과학자료원,37.57365155,126.9640915,,,버스 정류소
동묘역,37.5726953,127.0142449,,,버스 정류소
금강제화,37.57055096,126.98757,,,버스 정류소
경진빌라,37.60199096,126.9578485,,,버스 정류소
성균관대학교앞,37.58337953,126.9992644,,,버스 정류소
kt광화문지사,37.57190009,126.9772156,,,버스 정류소
EN갤러리,37.61344769,126.9706926,,,버스 정류소
종로문화센터,37.57466302,126.9645715,,,버스 정류소
동대문역.2번출구,37.57198805,127.0117451,,,버스 정류소
종각역YMCA,37.57027694,126.9853306,,,버스 정류소
서교빌라,37.60203769,126.9571666,,,버스 정류소
경복궁역,37.57705527,126.972396,,,버스 정류소
연건동,37.57606354,127.0007564,,,버스 정류소
성대입구,37.58323265,126.9989021,,,버스 정류소
무애사,37.61390077,126.9718335,,,버스 정류소
단군성전앞,37.57558773,126.9652997,,,버스 정류소
동대문종합시장,37.57116462,127.0062452,,,버스 정류소
상명초등학교,37.60093683,126.9566832,,,버스 정류소
법련사,37.57658927,126.9795903,,,버스 정류소
광화문새마을금고,37.57954714,126.9710253,,,버스 정류소
성균관대학교,37.58501732,126.9971587,,,버스 정류소
참샘골공원,37.61460832,126.9741219,,,버스 정류소
활터앞,37.57685248,126.9653646,,,버스 정류소
종로5가.3번출구,37.57142206,127.0019717,,,버스 정류소
인사동들머리.3.1독립선언터,37.57202968,126.9832651,,,버스 정류소
정독도서관,37.58021772,126.9800442,,,버스 정류소
오거리.한옥마을입구,37.57951132,126.9697374,,,버스 정류소
밀알기도원,37.61639742,126.9757357,,,버스 정류소
종로1가,37.570265,126.9804547,,,버스 정류소
종로도서관,37.57654334,126.9670812,,,버스 정류소
종로사우나,37.57374132,126.9875872,,,버스 정류소
엄마분식,37.60126624,126.9557385,,,버스 정류소
삼청파출소,37.58168273,126.9812398,,,버스 정류소
통인시장.종로구보건소,37.58032702,126.968674,,,버스 정류소
종로5가역,37.57077778,127.0000159,,,버스 정류소
평창공원지킴터입구,37.61727036,126.9770157,,,버스 정류소
배화여중고,37.57676539,126.9678404,,,버스 정류소
대학로입구.이화사거리,37.57608577,127.0025921,,,버스 정류소
운현궁,37.57523204,126.9868071,,,버스 정류소
상명대입구,37.6000343,126.9570083,,,버스 정류소
삼청동주민센터,37.58470051,126.982067,,,버스 정류소
박노수미술관,37.5810715,126.9669162,,,버스 정류소
김창열.윤명로화실,37.61634256,126.9783839,,,버스 정류소
사직동주민센터,37.57626303,126.9689265,,,버스 정류소
충신시장,37.57502156,127.0054957,,,버스 정류소
안국역2번출구앞,37.57715641,126.9860701,,,버스 정류소
금융연수원,37.58586652,126.9817788,,,버스 정류소
감람산기도원,37.61594859,126.9798977,,,버스 정류소
카센터.터널앞,37.57409154,126.9658959,,,버스 정류소
재동초등학교,37.57876787,126.9852803,,,버스 정류소
삼청공원삼거리.옥호정터,37.58741767,126.9817114,,,버스 정류소
이화사거리,37.57532444,127.0021613,,,버스 정류소
연화정사,37.61465067,126.9795064,,,버스 정류소
대신중고,37.57248345,126.9616841,,,버스 정류소
현대사거리,37.57927377,126.9866293,,,버스 정류소
교남동주민센터,37.57218653,126.9613244,,,버스 정류소
부암동주민센터.무계원,37.59297029,126.9639626,,,버스 정류소
형제봉입구,37.61286785,126.9816904,,,버스 정류소
교남동새마을금고,37.57154717,126.9623511,,,버스 정류소
창신초교,37.57600289,127.01556,,,버스 정류소
가회동주민센터,37.57994426,126.9850463,,,버스 정류소
볼링장,37.57928821,126.9879587,,,버스 정류소
부암슈퍼,37.59475041,126.9637118,,,버스 정류소
지구촌교회,37.61308365,126.9793714,,,버스 정류소
월암공원,37.57120167,126.9640609,,,버스 정류소
숭인1동주민센터,37.57740683,127.0154152,,,버스 정류소
북촌한옥마을입구.정세권활동터,37.58128235,126.9850874,,,버스 정류소
하림각,37.59766118,126.9629357,,,버스 정류소
보현빌라,37.61527342,126.9782677,,,버스 정류소
스위스대사관,37.57002014,126.9658537,,,버스 정류소
안국선원.삼거리,37.58274414,126.9851065,,,버스 정류소
세검정교회,37.59949975,126.9594376,,,버스 정류소
혜화동로터리,37.585841,127.001025,,,버스 정류소
김종영미술관,37.61328458,126.9781674,,,버스 정류소
서울시교육청,37.569301,126.966867,,,버스 정류소
창신쌍용1단지.종로센트레빌아파트,37.58032364,127.0155933,,,버스 정류소
사우디대사관,37.58386431,126.9851204,,,버스 정류소
상명대입구,37.5998416,126.9573863,,,버스 정류소
혜화초등학교,37.58737916,126.9999339,,,버스 정류소
북악파크,37.61096487,126.9778838,,,버스 정류소
강북삼성병원,37.56855092,126.9683774,,,버스 정류소
청룡사.보문파크뷰자이아파트,37.57980742,127.0170716,,,버스 정류소
감사원,37.58630026,126.9855847,,,버스 정류소
국민생활관,37.58961857,126.9992595,,,버스 정류소
귀빈예식장,37.60904692,126.9732873,,,버스 정류소
종로센트레빌후문.e편한세상보문아파트,37.58192679,127.0162427,,,버스 정류소
통일부,37.58750461,126.9862356,,,버스 정류소
서울국제고등학교,37.58907642,126.9971357,,,버스 정류소
성대후문.와룡공원,37.58904414,126.9898018,,,버스 정류소
상명초등학교,37.60091032,126.956804,,,버스 정류소
새마을금고,37.587869,126.996591,,,버스 정류소
경진빌라,37.60189002,126.9579113,,,버스 정류소
명륜시장.성대후문,37.5887412,126.9952574,,,버스 정류소
완성빌라,37.60334091,126.9576706,,,버스 정류소
양현관,37.58977769,126.9937845,,,버스 정류소
상명대후문,37.60407255,126.9574659,,,버스 정류소
샘미용실,37.59026509,126.9934322,,,버스 정류소
산정빌라,37.60528498,126.9575841,,,버스 정류소
문방구,37.60615702,126.9579562,,,버스 정류소
마트앞,37.60670367,126.9587519,,,버스 정류소
국민은행.세검정지점,37.60491058,126.9608712,,,버스 정류소
화정박물관,37.60496243,126.9656123,,,버스 정류소
혜화역4번출구,37.5834723,127.0015413,,,버스 정류소
방송통신대앞,37.57869836,127.0020673,,,버스 정류소
서울대치과대학,37.57739445,126.9977684,,,버스 정류소
효제초교.연동교회.김마리아활동터,37.57364661,127.002064,,,버스 정류소
성균관대학교,37.58846735,126.9900098,,,버스 정류소
독립문역,37.57321672,126.959303,,,버스 정류소
서울대치과대학,37.57755076,126.9978353,,,버스 정류소
이화사거리,37.57694962,127.0021044,,,버스 정류소
서울대학교병원현관.암병원현관,37.57896524,126.9981605,,,버스 정류소
종각.공평유적전시관,37.57159451,126.9830861,,,버스 정류소
조계사,37.57386103,126.9829895,,,버스 정류소
대학로,37.58188699,127.0020228,,,버스 정류소
창경궁,37.57916918,126.9965212,,,버스 정류소
창덕궁,37.57743704,126.990206,,,버스 정류소
인사동.북촌,37.57585495,126.9838224,,,버스 정류소
경복궁.국립민속박물관,37.5801956,126.979846,,,버스 정류소
세종문화회관,37.57113398,126.9767655,,,버스 정류소
통인시장,37.57912062,126.9713415,,,버스 정류소
세종문화회관,37.57210934,126.9767311,,,버스 정류소
종각역,37.56937833,126.9829141,,,버스 정류소
인사동.탑골공원,37.57014462,126.988798,,,버스 정류소
종묘.세운상가,37.5703916,126.9941937,,,버스 정류소
광장시장,37.57075889,126.9996619,,,버스 정류소
동묘.숭인동도깨비시장,37.57357278,127.0179931,,,버스 정류소
서울풍물시장,37.57334204,127.0232491,,,버스 정류소
청와대,37.58268388,126.9737047,,,버스 정류소
남대문세무서.서울백병원,37.5649827,126.987458,,,버스 정류소
서울백병원.국가인권위.안중근활동터,37.56435045,126.9878514,,,버스 정류소
서울역버스환승센터,37.55503906,126.972591,,,버스 정류소
서울역버스환승센터,37.55547764,126.9725522,,,버스 정류소
서울역버스환승센터,37.55537624,126.9725603,,,버스 정류소
서울역버스환승센터,37.55547526,126.9727727,,,버스 정류소
서울역버스환승센터.강우규의거터,37.5554664,126.9727727,,,버스 정류소
숭례문,37.55863332,126.9737883,,,버스 정류소
서울시청,37.56606406,126.980633,,,버스 정류소
만리동고개,37.55170287,126.9625261,,,버스 정류소
손기정체육공원입구,37.55438998,126.9662684,,,버스 정류소
서울의료보건고등학교서울역서부,37.5563011,126.9683795,,,버스 정류소
서울역서부,37.55631975,126.9691952,,,버스 정류소
서울역서부,37.55696436,126.9691859,,,버스 정류소
중림동교차로,37.55838734,126.9692102,,,버스 정류소
종근당.충정로역,37.55961021,126.96439,,,버스 정류소
한국경제신문사.서소문역사공원,37.56046067,126.9678362,,,버스 정류소
한국경제신문사서소문역사공원,37.56058349,126.9679823,,,버스 정류소
경찰청.동북아역사재단,37.56299314,126.969006,,,버스 정류소
서대문경찰서.농협은행.유관순활동터,37.56484788,126.9676563,,,버스 정류소
염천교,37.55983746,126.9733639,,,버스 정류소
숭례문,37.55801095,126.9732328,,,버스 정류소
숭례문.한국일보,37.55870646,126.9738535,,,버스 정류소
후암삼거리,37.55332913,126.976073,,,버스 정류소
숭례문,37.55884151,126.9742235,,,버스 정류소
숭례문,37.55859746,126.9740061,,,버스 정류소
숭례문,37.55805813,126.973524,,,버스 정류소
남대문시장악세사리전문상가,37.55857317,126.9759992,,,버스 정류소
숭례문남산방향,37.55859067,126.975803,,,버스 정류소
남대문시장,37.56132894,126.9800196,,,버스 정류소
북창동.남대문시장,37.56108129,126.9779335,,,버스 정류소
시청앞,37.56260691,126.9764872,,,버스 정류소
삼성본관앞,37.56201768,126.9760491,,,버스 정류소
시청앞,37.56272336,126.9763191,,,버스 정류소
서소문,37.56330546,126.9748279,,,버스 정류소
서소문,37.56364514,126.9753581,,,버스 정류소
시청.서소문청사,37.56349625,126.9749714,,,버스 정류소
서울신문사,37.56836368,126.9772705,,,버스 정류소
우리은행종로지점,37.56752226,126.9827971,,,버스 정류소
롯데백화점,37.56447124,126.9821793,,,버스 정류소
해운센터.롯데영프라자,37.56285872,126.9816645,,,버스 정류소
롯데영프라자,37.56300813,126.9819218,,,버스 정류소
신세계앞,37.560919,126.981632,,,버스 정류소
남대문시장.회현역,37.55949853,126.9800425,,,버스 정류소
남대문시장.회현역,37.55855865,126.9783475,,,버스 정류소
남산3호터널,37.55848656,126.9828004,,,버스 정류소
남산3호터널.서울애니메이션센터,37.5595072,126.9825662,,,버스 정류소
명동입구,37.56076734,126.9852258,,,버스 정류소
퇴계로2가.명동역,37.56094,126.985717,,,버스 정류소
퇴계로3가.한옥마을.한국의집,37.56113348,126.991731,,,버스 정류소
퇴계로3가.한옥마을.한국의집,37.56098999,126.9924905,,,버스 정류소
충무로역2번출구.대한극장앞,37.56131968,126.994883,,,버스 정류소
충무로역8번출구.대한극장앞,37.56187249,126.9965752,,,버스 정류소
초동,37.56333797,126.9930225,,,버스 정류소
을지로입구.로얄호텔,37.56598702,126.9853753,,,버스 정류소
을지로입구.시청입구,37.56606813,126.9811721,,,버스 정류소
을지로2가.기업은행본점.서울노동청,37.56617502,126.9865271,,,버스 정류소
을지로2가.파인에비뉴,37.5661216,126.9888222,,,버스 정류소
을지로3가,37.56631337,126.9903795,,,버스 정류소
을지로3가,37.56623363,126.9913175,,,버스 정류소
을지로4가,37.56660385,126.9962219,,,버스 정류소
을지로4가.베스트웨스턴국도,37.56649714,126.9968403,,,버스 정류소
중구청앞.덕수중학교,37.56477911,126.9982285,,,버스 정류소
을지로5가,37.5667551,126.9992631,,,버스 정류소
을지로5가.중부시장,37.56672392,127.001107,,,버스 정류소
방산시장.훈련원종합체육관,37.56795334,127.0022525,,,버스 정류소
을지로5가.훈련원종합체육관,37.56581687,127.0024218,,,버스 정류소
을지로6가.국립중앙의료원,37.56617947,127.0064075,,,버스 정류소
광희동,37.5650334,127.0072942,,,버스 정류소
광희동,37.56508379,127.0075739,,,버스 정류소
을지로6가.국립중앙의료원,37.56640642,127.0058283,,,버스 정류소
동대문역사문화공원,37.56731997,127.0084231,,,버스 정류소
동대문역사문화공원,37.56762557,127.0089802,,,버스 정류소
충무아트센터.스포츠센터.중부소방서,37.56515844,127.0140522,,,버스 정류소
충무아트센터.스포츠센터.중부소방서,37.56512145,127.0147221,,,버스 정류소
성동공업고등학교(무궁화회관),37.56835631,127.0158931,,,버스 정류소
성동공업고등학교앞,37.56868774,127.0160142,,,버스 정류소
신당역.중앙시장앞,37.56568518,127.018745,,,버스 정류소
신당역.중앙시장앞,37.56558611,127.0194762,,,버스 정류소
성동고등학교,37.56551132,127.0220407,,,버스 정류소
성동고등학교,37.56528695,127.0225801,,,버스 정류소
신당동떡볶이타운.중구여성플라자,37.56274933,127.015142,,,버스 정류소
신당동떡볶이타운.중구여성플라자,37.56235115,127.0150783,,,버스 정류소
신당동.청구역,37.55899144,127.0131007,,,버스 정류소
신당동.청구역,37.55923872,127.0130812,,,버스 정류소
약수역2번출구.가온도서관,37.55596961,127.0111792,,,버스 정류소
약수역3번출구.약수하이츠,37.55579466,127.01125,,,버스 정류소
약수역4번출구.금호터널입구,37.55276596,127.0124236,,,버스 정류소
약수역5번출구.금호터널입구,37.55301126,127.0120112,,,버스 정류소
약수역8번출구.신당사회복지관,37.55385196,127.0099899,,,버스 정류소
약수역7번출구.약수동주민센터,37.55293541,127.0092201,,,버스 정류소
송도병원앞,37.55027259,127.0076565,,,버스 정류소
송도병원앞,37.55021868,127.0075034,,,버스 정류소
약수역1번출구,37.55637304,127.009602,,,버스 정류소
장충체육관앞,37.55840272,127.0077112,,,버스 정류소
장충체육관앞,37.55808115,127.007902,,,버스 정류소
장충동.동국대입구,37.56064722,127.0058094,,,버스 정류소
장충동.동국대입구,37.56065627,127.0056677,,,버스 정류소
퇴계로6가,37.56341884,127.0038946,,,버스 정류소
퇴계로6가,37.56343182,127.0032991,,,버스 정류소
퇴계로5가.제일병원,37.56248011,126.99993,,,버스 정류소
퇴계로5가,37.56262926,126.9999101,,,버스 정류소
국립극장.반얀트리호텔,37.551223,127.000734,,,버스 정류소
국립극장.반얀트리호텔,37.55161565,127.0010414,,,버스 정류소
청구역,37.5599363,127.0146421,,,버스 정류소
청구역,37.56000578,127.0142652,,,버스 정류소
동화동,37.55991519,127.0183294,,,버스 정류소
동화동,37.5598546,127.0182878,,,버스 정류소
백범광장,37.5556147,126.9801102,,,버스 정류소
남대문경찰서,37.55381915,126.9736348,,,버스 정류소
남대문시장앞.이회영활동터,37.56037765,126.9762193,,,버스 정류소
남산케이블카.남산산책로입구,37.55528501,126.9838859,,,버스 정류소
숭의여대,37.55862038,126.987406,,,버스 정류소
동대입구역.장충동,37.55811924,127.005433,,,버스 정류소
약수역10번출구,37.55636809,127.009201,,,버스 정류소
청계1가.광교,37.56858678,126.9836589,,,버스 정류소
청계2가.삼일교,37.568,126.9885302,,,버스 정류소
청계4가.배오개다리,37.56867761,126.9971441,,,버스 정류소
청계5가.방산시장,37.56925042,127.0006386,,,버스 정류소
청계6가.평화시장,37.569498,127.0044818,,,버스 정류소
청계7가.동평화.청평화시장,37.56962628,127.0138488,,,버스 정류소
청계8가.영도교,37.57074699,127.018747,,,버스 정류소
신한은행본점,37.56116507,126.9757104,,,버스 정류소
동대문역사문화공원,37.56552088,127.0091615,,,버스 정류소
버티고개,37.54784044,127.0060182,,,버스 정류소
버티고개,37.54769596,127.0057824,,,버스 정류소
청계3가.세운교,37.56836118,126.9937855,,,버스 정류소
청계6가.오간수교,37.56960868,127.009025,,,버스 정류소
