이름,위도,경도,좌표정보(X),좌표정보(Y),속성
GS25 중화태릉점,,,206453.8056,455053.2614,안전상비의약품 판매업소
GS25 지에스 사랑점,,,203421.6952,444309.6742,안전상비의약품 판매업소
GS25 창신사랑,,,200865.5819,452290.5974,안전상비의약품 판매업소
GS25 창신역점,,,201304.2233,452882.7543,안전상비의약품 판매업소
GS25 창신점,,,201295.1973,452425.6088,안전상비의약품 판매업소
GS25 창전호호점,,,193590.7432,449405.2734,안전상비의약품 판매업소
GS25 창천제일점,,,193850.2142,450596.7793,안전상비의약품 판매업소
GS25 창천휘가로점,,,193552.2409,450839.0461,안전상비의약품 판매업소
GS25 천왕골드점,,,185721.912,442967.0677,안전상비의약품 판매업소
GS25 천호,,,211003.458,448584.8449,안전상비의약품 판매업소
GS25 천호리버점,,,210770.824,449228.3102,안전상비의약품 판매업소
GS25 천호위브점,,,211154.188,448580.8895,안전상비의약품 판매업소
GS25 천호은혜점,,,211830.3343,448846.0202,안전상비의약품 판매업소
GS25 천호타운,,,212178.8665,449089.9665,안전상비의약품 판매업소
GS25 천호한강,,,211115.0569,448940.0277,안전상비의약품 판매업소
GS25 천호해리점,,,212101.3566,449490.9751,안전상비의약품 판매업소
GS25 청계천패션점,,,201162.4821,451908.3576,안전상비의약품 판매업소
GS25 청량떡전교점,,,204355.2299,453773.9372,안전상비의약품 판매업소
GS25 청운중앙점,,,197319.5534,453621.4561,안전상비의약품 판매업소
GS25 충무로본점,,,199323.6389,450944.7993,안전상비의약품 판매업소
GS25 충무로타운점,,,199100.3459,451122.184,안전상비의약품 판매업소
GS25 충무로햇살점,,,199343.7704,451093.8806,안전상비의약품 판매업소
GS25 충정로사랑점,,,196655.5819,450746.1991,안전상비의약품 판매업소
GS25 충정로점,,,196945.4546,451003.1627,안전상비의약품 판매업소
GS25 충현중앙점,,,196032.4605,451108.0998,안전상비의약품 판매업소
GS25 트리마제점,,,204005.1773,448460.2766,안전상비의약품 판매업소
GS25 트윈테크점,,,189575.8153,441503.1817,안전상비의약품 판매업소
GS25 팰리스점,,,193166.4301,450425.8528,안전상비의약품 판매업소
GS25 포스빌점,,,190349.8859,444836.6736,안전상비의약품 판매업소
GS25 풍납센트럴점,,,210516.1039,447945.4538,안전상비의약품 판매업소
GS25 풍납파크점,,,210726.5914,448283.4805,안전상비의약품 판매업소
GS25 하월곡아남점,,,202927.9255,455970.0021,안전상비의약품 판매업소
GS25 한성대점,,,200771.3587,453812.5122,안전상비의약품 판매업소
GS25 한양나누리점,,,209955.7069,444911.701,안전상비의약품 판매업소
GS25 한양여대점,,,204266.544,450901.7205,안전상비의약품 판매업소
GS25 한양으뜸점,,,203552.7762,450501.2567,안전상비의약품 판매업소
GS25 한양제일점,,,203541.9826,450836.4651,안전상비의약품 판매업소
GS25 합정당인점,,,192682.3917,449382.1462,안전상비의약품 판매업소
GS25 합정들머리점,,,191923.8683,449914.5489,안전상비의약품 판매업소
GS25 합정본점,,,192407.8562,449823.0624,안전상비의약품 판매업소
GS25 합정성산점,,,192402.2341,449526.9114,안전상비의약품 판매업소
GS25 합정청마점,,,191731.88,449899.6515,안전상비의약품 판매업소
GS25 합정패밀리점,,,191821.841,449661.6703,안전상비의약품 판매업소
GS25 항동수목원점,,,184385.3491,442804.5817,안전상비의약품 판매업소
GS25 행당대우점,,,202799.2753,450325.8957,안전상비의약품 판매업소
GS25 행당점,,,202925.3797,451077.3153,안전상비의약품 판매업소
GS25 행운중앙점,,,196746.7404,441715.3525,안전상비의약품 판매업소
GS25 행운푸르지오점,,,196513.8287,442289.0341,안전상비의약품 판매업소
GS25 현대나누리,,,211338.2798,444895.1465,안전상비의약품 판매업소
GS25 현석리버뷰,,,194085.0244,448899.3976,안전상비의약품 판매업소
GS25 혜화경찰서점,,,199794.7891,452254.7198,안전상비의약품 판매업소
GS25 혜화대명점,,,200036.1309,453557.5314,안전상비의약품 판매업소
GS25 홍대공원점,,,193408.564,450520.3459,안전상비의약품 판매업소
GS25 홍대동교점,,,193288.4566,450758.1856,안전상비의약품 판매업소
GS25 홍대솔내길점,,,192846.6926,449772.4443,안전상비의약품 판매업소
GS25 홍대아트점,,,193048.4631,450243.5707,안전상비의약품 판매업소
GS25 홍대은혜로점,,,193331.3419,449565.7756,안전상비의약품 판매업소
GS25 홍대잔다리점,,,192802.1849,449968.3119,안전상비의약품 판매업소
GS25 홍은동일,,,195219.8026,455134.6543,안전상비의약품 판매업소
GS25 홍은문화점,,,194265.5774,453288.294,안전상비의약품 판매업소
GS25 홍은포방터점,,,195443.0916,455228.5159,안전상비의약품 판매업소
GS25 홍제간호대,,,195276.269,454963.0902,안전상비의약품 판매업소
GS25 홍제힐스테이트점,,,195206.0281,453931.6672,안전상비의약품 판매업소
GS25 화곡 영광점,,,186020.4358,447556.2566,안전상비의약품 판매업소
GS25 화곡고가점,,,186467.9826,447497.268,안전상비의약품 판매업소
GS25 화곡곰달래점,,,186908.1363,447630.8443,안전상비의약품 판매업소
GS25 화곡공원점,,,186306.3886,449335.2175,안전상비의약품 판매업소
GS25 화곡달빛점,,,185823.168,447401.8205,안전상비의약품 판매업소
GS25 화곡대원,,,185428.3572,449169.6173,안전상비의약품 판매업소
GS25 화곡도담점,,,186541.8767,449724.4693,안전상비의약품 판매업소
GS25 화곡도래점,,,186749.4107,449571.7417,안전상비의약품 판매업소
GS25 화곡들판점,,,187187.2724,447710.7261,안전상비의약품 판매업소
GS25 화곡베스트점,,,185701.2306,447447.4301,안전상비의약품 판매업소
GS25 화곡봉제산점,,,186672.6071,448336.3208,안전상비의약품 판매업소
GS25 화곡비전점,,,186686.8566,448119.048,안전상비의약품 판매업소
GS25 화곡성당점,,,186020.056,448531.111,안전상비의약품 판매업소
GS25 화곡세화,,,186602.4979,447670.2611,안전상비의약품 판매업소
GS25 화곡소담점,,,186427.0187,449526.7588,안전상비의약품 판매업소
GS25 화곡월정,,,185684.3707,447853.1839,안전상비의약품 판매업소
GS25 화곡으뜸점,,,186674.0026,450124.3173,안전상비의약품 판매업소
GS25 화곡제일점,,,186730.8671,450042.2238,안전상비의약품 판매업소
GS25 화곡지연점,,,186487.4331,448550.6642,안전상비의약품 판매업소
GS25 화곡풍년점,,,185752.9294,447570.2392,안전상비의약품 판매업소
GS25 화곡한나점,,,186414.0441,447363.3839,안전상비의약품 판매업소
GS25 화양동해점,,,205830.0089,449221.9732,안전상비의약품 판매업소
GS25 화양세종점,,,206369.2124,449543.172,안전상비의약품 판매업소
GS25 황학점,,,201823.909,452076.8187,안전상비의약품 판매업소
GS25 황학한양점,,,201988.7452,451647.0708,안전상비의약품 판매업소
GS25 회기역점,,,205035.4251,454208.1129,안전상비의약품 판매업소
GS25 회현역점,,,198114.7465,450752.255,안전상비의약품 판매업소
GS25 회현캐슬,,,198333.0285,450665.0543,안전상비의약품 판매업소
GS25 효창점,,,196681.6943,449398.8035,안전상비의약품 판매업소
GS25 효창행복점,,,196506.0633,448846.4248,안전상비의약품 판매업소
GS25(등촌캐빈),,,187332.4867,450332.3546,안전상비의약품 판매업소
GS25가산본점,,,190645.545,441751.6428,안전상비의약품 판매업소
GS25가산스타점,,,189748.0242,442174.4241,안전상비의약품 판매업소
GS25가산하이힐점,,,190191.0549,441731.7604,안전상비의약품 판매업소
GS25갈현하늘점,,,192552.7076,458359.6624,안전상비의약품 판매업소
GS25강남드림하이점,,,208829.0585,440468.0969,안전상비의약품 판매업소
GS25강남로데오점,,,203402.0054,447179.3516,안전상비의약품 판매업소
GS25거여삼호,,,212614.7666,443879.4791,안전상비의약품 판매업소
GS25건대동문회관,,,206520.8767,448451.1626,안전상비의약품 판매업소
GS25계동중앙점,,,198743.1668,453082.5749,안전상비의약품 판매업소
GS25공릉공원점,,,206703.1924,458107.9766,안전상비의약품 판매업소
GS25공릉센타점,,,206948.0109,458283.8941,안전상비의약품 판매업소
GS25공릉역점,,,206447.5172,458210.9568,안전상비의약품 판매업소
GS25공릉우방,,,207638.2965,458259.0805,안전상비의약품 판매업소
GS25공릉원룸점,,,206982.408,457624.228,안전상비의약품 판매업소
GS25공릉으뜸점,,,206672.5498,457701.356,안전상비의약품 판매업소
GS25공릉제일점,,,206239.9575,458158.3679,안전상비의약품 판매업소
GS25공릉중앙,,,206421.2729,457481.7537,안전상비의약품 판매업소
GS25공릉청솔점,,,207523.5679,457883.7941,안전상비의약품 판매업소
GS25공릉태강점,,,207274.3003,457909.126,안전상비의약품 판매업소
GS25공릉퍼스트점,,,206371.7646,457227.4559,안전상비의약품 판매업소
GS25공릉화랑점,,,207746.1512,457922.1209,안전상비의약품 판매업소
GS25관악KT점,,,191461.0842,442041.1656,안전상비의약품 판매업소
GS25광운로드점,,,205463.0522,457575.5848,안전상비의약품 판매업소
GS25광운사랑점,,,204986.2477,457464.709,안전상비의약품 판매업소
GS25광운월계점,,,205246.8174,457273.5717,안전상비의약품 판매업소
GS25광운행운점,,,204983.9113,457352.2321,안전상비의약품 판매업소
GS25광진군자역,,,207028.7443,450469.0323,안전상비의약품 판매업소
GS25광진캠퍼스점,,,205926.2713,449507.2251,안전상비의약품 판매업소
GS25광진타운빌,,,207383.3568,452014.9155,안전상비의약품 판매업소
GS25구로벤처점,,,190600.9,442482.539,안전상비의약품 판매업소
GS25구로용마점,,,184846.5435,444081.872,안전상비의약품 판매업소
GS25금천문일점,,,191094.1928,438750.3272,안전상비의약품 판매업소
GS25금천사랑점,,,190394.458,440407.0133,안전상비의약품 판매업소
GS25금천삼익점,,,191989.1936,439992.4791,안전상비의약품 판매업소
GS25금천온누리,,,191359.7974,440184.026,안전상비의약품 판매업소
GS25금천은행점,,,191623.9181,438766.9811,안전상비의약품 판매업소
GS25금천하늘정원점,,,191169.9544,438349.747,안전상비의약품 판매업소
GS25금호벽산점,,,202326.4709,449954.6831,안전상비의약품 판매업소
GS25남가좌창덕,,,192616.8045,451914.6703,안전상비의약품 판매업소
GS25남가좌홍제천점,,,192904.2405,452322.8455,안전상비의약품 판매업소
GS25남구로가온점,,,189997.8873,442535.7963,안전상비의약품 판매업소
GS25남대문시장점,,,197931.0816,450653.0537,안전상비의약품 판매업소
GS25남영역점,,,197495.8187,448806.677,안전상비의약품 판매업소
GS25노량진본,,,194397.8466,445578.9927,안전상비의약품 판매업소
GS25노원구점,,,205127.8028,461355.2404,안전상비의약품 판매업소
GS25노원두타,,,206670.8165,460805.1521,안전상비의약품 판매업소
GS25노원롯데점,,,205273.3024,461515.158,안전상비의약품 판매업소
GS25노원상계본점,,,207275.3691,463322.2454,안전상비의약품 판매업소
GS25노원수락산역,,,204873.5802,463798.52,안전상비의약품 판매업소
GS25노원스타점,,,205264.6375,461827.5795,안전상비의약품 판매업소
GS25노원역점,,,205500.0068,461516.7394,안전상비의약품 판매업소
GS25노원웰빙,,,205390.2853,461626.2449,안전상비의약품 판매업소
GS25노원청산점,,,205067.908,461303.9789,안전상비의약품 판매업소
GS25노원파르코점,,,204855.5572,464199.0484,안전상비의약품 판매업소
GS25노원하계점,,,206402.6653,459266.5704,안전상비의약품 판매업소
GS25노원한신점,,,206055.1772,462630.9377,안전상비의약품 판매업소
GS25녹천본점,,,204119.3571,460373.3403,안전상비의약품 판매업소
GS25녹천역점,,,204534.406,460188.5479,안전상비의약품 판매업소
GS25당고개점,,,207407.1759,463684.6092,안전상비의약품 판매업소
GS25대치중앙점,,,205005.5988,444286.1672,안전상비의약품 판매업소
GS25도곡STX점,,,203856.1654,442190.4869,안전상비의약품 판매업소
GS25도봉공원점,,,203524.3891,462298.8838,안전상비의약품 판매업소
GS25도봉신성점,,,203939.3496,463238.781,안전상비의약품 판매업소
GS25도봉쌍문점,,,203400.4771,461850.9044,안전상비의약품 판매업소
GS25도봉으뜸점,,,204067.6763,464346.2598,안전상비의약품 판매업소
GS25독바위역점,,,193997.7012,457359.2378,안전상비의약품 판매업소
GS25독산문성점,,,191760.0008,441692.4001,안전상비의약품 판매업소
GS25독산쌈지점,,,191434.1331,441004.9152,안전상비의약품 판매업소
GS25독산정심점,,,191422.867,440728.8333,안전상비의약품 판매업소
GS25독산하이점,,,191083.5899,440629.015,안전상비의약품 판매업소
GS25독산하이점,,,191083.5899,440629.015,안전상비의약품 판매업소
GS25독산한양점,,,191093.1343,441522.345,안전상비의약품 판매업소
GS25동대문패션,,,200488.7712,451524.8783,안전상비의약품 판매업소
GS25동부이촌점,,,197044.277,446549.8926,안전상비의약품 판매업소
GS25동빙고제일점,,,199621.3591,446867.6793,안전상비의약품 판매업소
GS25동작정금마을,,,198369.3659,443497.2833,안전상비의약품 판매업소
GS25래미안포레스트점,,,,,안전상비의약품 판매업소
GS25마곡보타닉,,,184650,451667,안전상비의약품 판매업소
GS25마로니에점,,,200241.5396,453188.6999,안전상비의약품 판매업소
GS25망우금호,,,209467.7281,455331.7043,안전상비의약품 판매업소
GS25망우으뜸,,,208841.5954,455025.7092,안전상비의약품 판매업소
GS25먹골보람,,,206859.475,456604.7116,안전상비의약품 판매업소
GS25면목금성점,,,207214.8834,454330.6785,안전상비의약품 판매업소
GS25면목수성점,,,207422.9635,454289.7707,안전상비의약품 판매업소
GS25면목점,,,207729.1757,453342.2325,안전상비의약품 판매업소
GS25면목타운점,,,207186.8235,453812.542,안전상비의약품 판매업소
GS25면목한신,,,206715.887,454012.7256,안전상비의약품 판매업소
GS25명일타운,,,212793.8371,449793.1962,안전상비의약품 판매업소
GS25목동그랜드점,,,189093.8776,446702.6583,안전상비의약품 판매업소
GS25목동낙원점,,,188134.2818,448921.7738,안전상비의약품 판매업소
GS25목동사랑점,,,188112.5351,448692.5148,안전상비의약품 판매업소
GS25목동중앙점,,,188417.6264,449418.4836,안전상비의약품 판매업소
GS25목동프라자점,,,187675.9942,445930.4186,안전상비의약품 판매업소
GS25목동희망점,,,188705.4474,446934.2463,안전상비의약품 판매업소
GS25묵동사자점,,,206567.5646,456958.894,안전상비의약품 판매업소
GS25묵동아이파크,,,206548.2298,456620.883,안전상비의약품 판매업소
GS25문정센타,,,210964.5735,442351.5971,안전상비의약품 판매업소
GS25문정제일점,,,210994.9021,442970.4322,안전상비의약품 판매업소
GS25미아도봉로점,,,202191.1684,457906.7769,안전상비의약품 판매업소
GS25미아운정그린점,,,202170.1336,458877.9981,안전상비의약품 판매업소
GS25방이도곡,,,209903.5165,445560.4459,안전상비의약품 판매업소
GS25방이번영점,,,210971.1609,445326.9243,안전상비의약품 판매업소
GS25방이센타,,,210263.5475,445562.8269,안전상비의약품 판매업소
GS25방이중앙,,,209475.9385,445783.4388,안전상비의약품 판매업소
GS25방이진실점,,,209568.2889,445854.4281,안전상비의약품 판매업소
GS25방이파크점,,,211103.7945,445505.0431,안전상비의약품 판매업소
GS25방학공원점,,,202750.605,462894.1482,안전상비의약품 판매업소
GS25방학성원,,,203144.2401,462124.8706,안전상비의약품 판매업소
GS25방학신동아점,,,202448.8802,462334.9985,안전상비의약품 판매업소
GS25방학점,,,202954.1903,462859.32,안전상비의약품 판매업소
GS25방학효성점,,,202864.39,462197.035,안전상비의약품 판매업소
GS25부암대로점,,,196748.4648,454791.8378,안전상비의약품 판매업소
GS25불광타운점,,,193409.1803,457703.5344,안전상비의약품 판매업소
GS25사가정스타점,,,207712.4353,453286.3253,안전상비의약품 판매업소
GS25사당광성점,,,197891.7639,442287.915,안전상비의약품 판매업소
GS25사당바라크,,,196930.8459,442749.617,안전상비의약품 판매업소
GS25사당수석점,,,197484.5852,441577.4483,안전상비의약품 판매업소
GS25산천리버힐,,,195563.5351,448111.8862,안전상비의약품 판매업소
GS25삼각지점,,,197423.3886,447712.3759,안전상비의약품 판매업소
GS25삼성한울점,,,204223.6103,445897.8283,안전상비의약품 판매업소
GS25삼전백제점,,,208376.5122,444561.0379,안전상비의약품 판매업소
GS25삼전중앙,,,207750.1133,444407.3643,안전상비의약품 판매업소
GS25삼전희망점,,,208135.6613,444667.1239,안전상비의약품 판매업소
GS25상계1단지점,,,205185.4582,460489.0999,안전상비의약품 판매업소
GS25상계2단지점,,,205341.385,460838.3691,안전상비의약품 판매업소
GS25상계4단지점,,,205776.8798,461105.3962,안전상비의약품 판매업소
GS25상계6단지점,,,205842.611,461322.2536,안전상비의약품 판매업소
GS25상계9단지,,,205171.3464,462120.5082,안전상비의약품 판매업소
GS25상계계상점,,,205820.2465,462290.9215,안전상비의약품 판매업소
GS25상계대박점,,,206097.302,462429.1238,안전상비의약품 판매업소
GS25상계반디점,,,205887.6745,462780.7689,안전상비의약품 판매업소
GS25상계수락점,,,204711.7021,463961.8621,안전상비의약품 판매업소
GS25상계역점,,,206417.8087,462317.4691,안전상비의약품 판매업소
GS25상계우리점,,,206079.9423,462691.2968,안전상비의약품 판매업소
GS25상계으뜸점,,,206189.6555,461405.4939,안전상비의약품 판매업소
GS25상계은빛점,,,204650.4376,464174.1584,안전상비의약품 판매업소
GS25상계정원,,,206961.3902,462732.1847,안전상비의약품 판매업소
GS25상계제일점,,,205063.7562,462983.4628,안전상비의약품 판매업소
GS25상계주공점,,,205067.401,461191.6501,안전상비의약품 판매업소
GS25상계크로바점,,,204950.7794,460872.4629,안전상비의약품 판매업소
GS25상계타운,,,204493.3162,463317.0752,안전상비의약품 판매업소
GS25상계하이츠점,,,205961.7144,461479.6303,안전상비의약품 판매업소
GS25상계행복점,,,206120.6803,461669.321,안전상비의약품 판매업소
GS25상계현대점,,,204593.1512,463476.0022,안전상비의약품 판매업소
GS25상도래미안점,,,195782.221,443936.2706,안전상비의약품 판매업소
GS25상도예빈점,,,194383.3562,444597.6527,안전상비의약품 판매업소
GS25상명대점,,,196010.602,455485.3636,안전상비의약품 판매업소
GS25상일동아,,,214731.4794,449333.3143,안전상비의약품 판매업소
GS25서강로점,,,195168.3348,449333.424,안전상비의약품 판매업소
GS25서울산업대점,,,206784.5267,458396.4615,안전상비의약품 판매업소
GS25서초포레점,,,205229,439241,안전상비의약품 판매업소
GS25석계한진점,,,206006.8967,457060.2604,안전상비의약품 판매업소
GS25석촌럭키점,,,209374.6161,445143.0071,안전상비의약품 판매업소
GS25석촌스카이점,,,208645.7651,444684.5205,안전상비의약품 판매업소
GS25석촌한빛점,,,208886.0283,444371.679,안전상비의약품 판매업소
GS25석촌호수,,,208876.9261,444820.5807,안전상비의약품 판매업소
GS25선릉로즈점,,,204407.6635,444657.8164,안전상비의약품 판매업소
GS25송파나루점,,,209481.7446,445393.2219,안전상비의약품 판매업소
GS25송파삼전점,,,208296.3235,444165.377,안전상비의약품 판매업소
GS25송파석촌점,,,209519.9423,444718.313,안전상비의약품 판매업소
GS25송파센타,,,209486.1039,444974.0252,안전상비의약품 판매업소
GS25송파오륜점,,,212138.1134,446315.7525,안전상비의약품 판매업소
GS25송파중앙,,,209817.2338,445144.3144,안전상비의약품 판매업소
GS25송파트루빌,,,211151.1255,444623.0471,안전상비의약품 판매업소
GS25수락디자인점,,,205020.513,463645.9393,안전상비의약품 판매업소
GS25수락시티점,,,204683.8246,464923.8788,안전상비의약품 판매업소
GS25수송타워,,,198270,452247,안전상비의약품 판매업소
GS25수유삼성점,,,202083.3419,459281.5416,안전상비의약품 판매업소
GS25숙대입구역점,,,197504.9943,449104.9534,안전상비의약품 판매업소
GS25숙대점,,,197035.084,449151.7622,안전상비의약품 판매업소
GS25시흥뉴타운,,,191397.796,438518.4851,안전상비의약품 판매업소
GS25신금호역점,,,201708.1441,450225.6244,안전상비의약품 판매업소
GS25신내9단지점,,,208294.2574,456632.1086,안전상비의약품 판매업소
GS25신내역점,,,208768.6285,456722.5584,안전상비의약품 판매업소
GS25신도림비즈점,,,190354.6652,444443.1613,안전상비의약품 판매업소
GS25신월삼정점,,,185642.0732,446805.711,안전상비의약품 판매업소
GS25신월양강점,,,186367.2264,446922.2442,안전상비의약품 판매업소
GS25신정성지점,,,188555.6439,446305.2878,안전상비의약품 판매업소
GS25신정신서점,,,187589.8412,446981.3321,안전상비의약품 판매업소
GS25신정중앙점,,,187553.4615,446525.6023,안전상비의약품 판매업소
GS25신정행복점,,,187225.2418,447109.2562,안전상비의약품 판매업소
GS25신창동점,,,203376.1258,459427.0616,안전상비의약품 판매업소
GS25신창초교점,,,203567.5785,459376.1577,안전상비의약품 판매업소
GS25신촌그린점,,,194172.8399,450641.555,안전상비의약품 판매업소
GS25쌍문명준,,,203249.1298,461438.0604,안전상비의약품 판매업소
GS25쌍문사계절점,,,202815.3136,461851.1034,안전상비의약품 판매업소
GS25쌍문성원점,,,202407.9174,461818.5748,안전상비의약품 판매업소
GS25쌍문스마트점,,,202834.4718,460498.3082,안전상비의약품 판매업소
GS25쌍문신원점,,,203089.4428,461770.4888,안전상비의약품 판매업소
GS25쌍문중앙점,,,202536.98,460805.6606,안전상비의약품 판매업소
GS25쌍문타운점,,,203280.1546,462027.9771,안전상비의약품 판매업소
GS25쌍문한양점,,,202660.8154,461510.7181,안전상비의약품 판매업소
GS25아현이편한점,,,195986.8569,450617.9688,안전상비의약품 판매업소
GS25암사상암점,,,211563.0358,449591.937,안전상비의약품 판매업소
GS25암사시장점,,,211384.0191,449752.6524,안전상비의약품 판매업소
GS25약수역,,,200825.392,450272.3394,안전상비의약품 판매업소
GS25역촌행복점,,,192608.2603,455387.3398,안전상비의약품 판매업소
GS25오금공원점,,,211797.6707,444929.0529,안전상비의약품 판매업소
GS25용답로데오점,,,204659.2647,451319.7969,안전상비의약품 판매업소
GS25용산그린점,,,197625.477,449251.2093,안전상비의약품 판매업소
GS25용산동자,,,197719.5817,449813.3361,안전상비의약품 판매업소
GS25용산신계점,,,196970.6687,448034.4543,안전상비의약품 판매업소
GS25용산으뜸,,,197313.8352,448424.2155,안전상비의약품 판매업소
GS25용산점,,,196751.1846,447037.7354,안전상비의약품 판매업소
GS25용산하얏트점,,,199509.3092,448585.5313,안전상비의약품 판매업소
GS25우이성당점,,,201418.5835,461496.6811,안전상비의약품 판매업소
GS25월계대양점,,,205030.2328,458501.1543,안전상비의약품 판매업소
GS25월계미성점,,,205903.3186,457661.6697,안전상비의약품 판매업소
GS25월계성북역점,,,205287.6835,457833.6677,안전상비의약품 판매업소
GS25월계예지점,,,204589.8308,458492.9039,안전상비의약품 판매업소
GS25월계주공,,,204454.9741,458289.0699,안전상비의약품 판매업소
GS25월계중앙점,,,205316.2963,458732.9588,안전상비의약품 판매업소
GS25월계청백,,,204360.4138,458825.0467,안전상비의약품 판매업소
GS25월계초안점,,,203762.973,458799.6548,안전상비의약품 판매업소
GS25월계타운,,,205101.403,458976.6847,안전상비의약품 판매업소
GS25월계현대,,,205455.6187,457358.732,안전상비의약품 판매업소
GS25월곡사거리점,,,203069.0879,456567.3368,안전상비의약품 판매업소
GS25월곡으뜸점,,,203191.9373,455847.2039,안전상비의약품 판매업소
GS25유어스점,,,203924.802,448934.8588,안전상비의약품 판매업소
GS25은평무궁화점,,,192372.4605,455886.3256,안전상비의약품 판매업소
GS25은평백련산점,,,192869.3829,454884.5042,안전상비의약품 판매업소
GS25은평채은점,,,193693.9461,459966.0111,안전상비의약품 판매업소
GS25은평행복점,,,193721.1422,457993.9569,안전상비의약품 판매업소
GS25을지2가장교점,,,198914.045,451592.0099,안전상비의약품 판매업소
GS25응암햇살점,,,192636.5694,454410.1181,안전상비의약품 판매업소
GS25잠실우성,,,207358.6926,444479.2446,안전상비의약품 판매업소
GS25잠실타워점,,,206919.4781,445370.2017,안전상비의약품 판매업소
GS25잠실화영점,,,207697.5176,444778.7484,안전상비의약품 판매업소
GS25정훈사랑점,,,191608.4671,440489.0952,안전상비의약품 판매업소
GS25중계공원점,,,206698.4653,461787.9605,안전상비의약품 판매업소
GS25중계그린점,,,205588.636,459964.0997,안전상비의약품 판매업소
GS25중계동진점,,,206765.9309,460900.5481,안전상비의약품 판매업소
GS25중계럭키점,,,206675.0968,461337.0483,안전상비의약품 판매업소
GS25중계무지개점,,,205805.6216,460041.3395,안전상비의약품 판매업소
GS25중계브라운점,,,205601.926,459732.1286,안전상비의약품 판매업소
GS25중계센트럴,,,205196,460151,안전상비의약품 판매업소
GS25중계에이스점,,,206566.8389,461981.2114,안전상비의약품 판매업소
GS25중계영신점,,,207163.0827,461030.1385,안전상비의약품 판매업소
GS25중계우성점,,,206357.8743,460497.7088,안전상비의약품 판매업소
GS25중계주공점,,,206922.3916,460609.7089,안전상비의약품 판매업소
GS25중계현대점,,,207203.4973,460393.7595,안전상비의약품 판매업소
GS25중구남산타운점,,,200750.4551,449638.8243,안전상비의약품 판매업소
GS25중대점,,,196474.5831,445084.3105,안전상비의약품 판매업소
GS25중화동일점,,,206711.9847,455676.0345,안전상비의약품 판매업소
GS25중화우리점,,,206989.6759,455898.6638,안전상비의약품 판매업소
GS25진관힐스테이트점,,,193177.6046,459096.6563,안전상비의약품 판매업소
GS25창동그린,,,203961.4277,461370.6074,안전상비의약품 판매업소
GS25창동금성점,,,203272.3599,460720.4658,안전상비의약품 판매업소
GS25창동늘푸른점,,,203116.7333,460084.4645,안전상비의약품 판매업소
GS25창동래미안점,,,204214.2106,460746.5537,안전상비의약품 판매업소
GS25창동럭키점,,,203938.1992,460937.392,안전상비의약품 판매업소
GS25창동본점,,,204327.535,461189.55,안전상비의약품 판매업소
GS25창동성원점,,,203242.2079,460278.0303,안전상비의약품 판매업소
GS25창동센터점,,,203736.3556,461548.7419,안전상비의약품 판매업소
GS25창동시티점,,,204428.263,461255.9537,안전상비의약품 판매업소
GS25창동신창점,,,203623.6727,459820.3599,안전상비의약품 판매업소
GS25창동쌍문점,,,203071.9811,460645.6525,안전상비의약품 판매업소
GS25창동중앙점,,,203232.0843,460571.9202,안전상비의약품 판매업소
GS25창동파크,,,203590.6256,461829.3816,안전상비의약품 판매업소
GS25창동행운점,,,204510.9088,460490.0765,안전상비의약품 판매업소
GS25청진본,,,198120.638,452198.4339,안전상비의약품 판매업소
GS25청파제일점,,,197092.4798,449710.6492,안전상비의약품 판매업소
GS25태릉사랑,,,207227.3846,457677.0604,안전상비의약품 판매업소
GS25편의점,,,201653.7555,450769.5763,안전상비의약품 판매업소
GS25풍납리버빌,,,210256.7996,447772.2234,안전상비의약품 판매업소
GS25풍납퍼스트,,,209928.5752,447584.1212,안전상비의약품 판매업소
GS25하계본점,,,206127.1424,459190.0563,안전상비의약품 판매업소
GS25하계비전,,,205344.6643,459333.8794,안전상비의약품 판매업소
GS25하계장미점,,,205920.8711,459040.42,안전상비의약품 판매업소
GS25하계청구점,,,206246.1061,459671.8243,안전상비의약품 판매업소
GS25하계타운점,,,205789.7184,459389.6944,안전상비의약품 판매업소
GS25하계협동문점,,,206566.1907,459336.0505,안전상비의약품 판매업소
GS25한남제일점,,,200400.87,447878.7777,안전상비의약품 판매업소
GS25한남중앙,,,200476.2804,447983.1332,안전상비의약품 판매업소
GS25한진본,,,200841.727,454721.5052,안전상비의약품 판매업소
GS25효창행복점,,,196506.0633,448846.4248,안전상비의약품 판매업소
GS25후암본점,,,198299.4523,449352.5106,안전상비의약품 판매업소
GS25후암중앙점,,,197909.5347,449753.226,안전상비의약품 판매업소
GS35종로익선,,,198938.6282,452464.0923,안전상비의약품 판매업소
GS공릉타운점,,,206853.3612,458179.978,안전상비의약품 판매업소
GS대방성남점,,,193247.3745,444663.5318,안전상비의약품 판매업소
GS연남리치점,,,193456.6064,451125.4673,안전상비의약품 판매업소
GS종로낙원점,,,198924.3169,452217.1713,안전상비의약품 판매업소
KIS정보통신(주)미니스톱중앙대후문점,,,195704.4372,444761.9156,안전상비의약품 판매업소
New days,,,193694.1993,450752.3857,안전상비의약품 판매업소
TJ움직이는 편의점,,,202615.0101,445329.7294,안전상비의약품 판매업소
가락몰점,,,209790.9599,443481.2122,안전상비의약품 판매업소
가브리엘물산(주) 동대문쇼핑타운지점,,,201128.1726,451720.7789,안전상비의약품 판매업소
