명칭,지번주소,도로명주소,GRS80TM_X,GRS80TM_Y,latitude,longitude,Station_ID,Station_line,Area,구분(보류),주소(혼재)
방배,,,,,37.481426,126.997596,225,2호선,,지하철,
서초,,,,,37.491897,127.007917,224,2호선,,지하철,
교대(법원.검찰청),,,,,37.493961,127.014667,223,2호선,,지하철,
강남,,,,,37.49799,127.027912,222,2호선,,지하철,
역삼,,,,,37.500622,127.036456,221,2호선,,지하철,
선릉,,,,,37.504286,127.048203,220,2호선,,지하철,
삼성(무역센터),,,,,37.508844,127.06316,219,2호선,,지하철,
종합운동장,,,,,37.511022,127.073704,218,2호선,,지하철,
잠실새내,,,,,37.511687,127.086162,217,2호선,,지하철,
잠실(송파구청),,,,,37.513262,127.100159,216,2호선,,지하철,
잠실나루,,,,,37.520733,127.10379,215,2호선,,지하철,
강변(동서울터미널),,,,,37.535095,127.094681,214,2호선,,지하철,
구의(광진구청),,,,,37.537077,127.085916,213,2호선,,지하철,
건대입구,,,,,37.540373,127.069191,212,2호선,,지하철,
성수,,,,,37.544581,127.055961,211,2호선,,지하철,
뚝섬,,,,,37.547184,127.047367,210,2호선,,지하철,
한양대,,,,,37.555273,127.043655,209,2호선,,지하철,
왕십리(성동구청),,,,,37.561238,127.036954,208,2호선,,지하철,
상왕십리,,,,,37.564354,127.029354,207,2호선,,지하철,
신당,,,,,37.56564,127.019614,206,2호선,,지하철,
동대문역사문화공원,,,,,37.565613,127.009054,205,2호선,,지하철,
을지로4가,,,,,37.566595,126.997817,204,2호선,,지하철,
을지로3가,,,,,37.566306,126.991696,203,2호선,,지하철,
을지로입구,,,,,37.566014,126.982618,202,2호선,,지하철,
시청,,,,,37.563588,126.975411,201,2호선,,지하철,
동묘앞,,,,,37.573197,127.01648,159,1호선,,지하철,
청량리(서울시립대입구),,,,,37.579956,127.044585,158,1호선,,지하철,
제기동,,,,,37.578103,127.034893,157,1호선,,지하철,
신설동,,,,,37.576048,127.024634,156,1호선,,지하철,
동대문,,,,,37.571687,127.01093,155,1호선,,지하철,
종로5가,,,,,37.570926,127.001849,154,1호선,,지하철,
종로3가,,,,,37.570406,126.991847,153,1호선,,지하철,
종각,,,,,37.570161,126.982923,152,1호선,,지하철,
시청,,,,,37.565715,126.977088,151,1호선,,지하철,
서울역,,,,,37.556228,126.972135,150,1호선,,지하철,
춘원당한방병원,서울특별시 종로구 돈의동 78번지,서울특별시 종로구 돈화문로9길 26 (돈의동),199079.0091,452168.0887,37.57180518,126.9903393,,,2182.81,병원,
동대문요양병원,서울특별시 종로구 창신1동 327번지 2호 금호팰리스 4층,서울특별시 종로구 지봉로 29 (창신동),201282.3783,452249.6437,37.57252376,127.0152809,,,383.6,병원,
해정병원,서울특별시 종로구 관훈동 196-10,,,,,,,,2848,병원,
밀레니엄치과병원,서울특별시 종로구 종로2가 75번지 9호,서울특별시 종로구 종로 78 (종로2가),198696.7922,451962.6824,37.56987959,126.9860413,,,310,병원,
이대부속동대문병원,서울특별시 종로구 종로6가 70,,,,,", ",,,11138,병원,
서울대학교치과병원,,서울특별시 종로구 대학로 101 (연건동),199920.8034,452984.3605,37.58045239,126.9971964,,,20778.51,병원,
지성병원,서울특별시 영등포구 양평동1가   120-32,,,,,,,,0,병원,
청화병원,서울특별시 동작구 노량진동 311번지 8호 외 4필지,서울특별시 동작구 장승배기로 108 (노량진동),194640.5137,444993.6777,37.50714172,126.9402413,,,,병원,
치휴한방병원,서울특별시 강남구 도곡동 542 치휴한방병원(지하2층~지상6층),서울특별시 강남구 도곡로 216 치휴한방병원 (도곡동),203711.0246,443376.8296,37.49264931,127.042722,,,,병원,
서울적십자병원,,서울특별시 종로구 새문안로 9 적십자병원 (평동),197013.4902,451678.7875,37.56676301,126.9672025,,,,병원,
한누리치과병원,서울특별시 중구 충무로1가 25번지 5호 고려대연각센터빌딩 3층 306호,서울특별시 중구 퇴계로 97 3층 306호 (충무로1가 고려대연각센터빌딩),198388.3656,450963.2418,37.56095755,126.9825456,,,302.6,병원,
보금한방병원,서울특별시 강서구 마곡동 799-11 파인스퀘어,서울특별시 강서구 마곡중앙4로 22 파인스퀘어 34층 (마곡동),,,37.55828138,126.8292908,,,,병원,
효담요양병원,서울특별시 서대문구 홍은동 437번지 1호,서울특별시 서대문구 통일로 544 (홍은동),194596.3301,454884.9662,37.59625197,126.9395563,,,,병원,
광덕안정한방병원,서울특별시 서초구 서초동 1338-21 코리아비지니스센타,서울특별시 서초구 강남대로 309 코리아비지니스센타 2층 (서초동),202623.2972,443154.9643,37.49062285,127.0305403,,,,병원,
강북연세병원,,서울특별시 노원구 동일로 996 (공릉동),206592.1992,457438.7138,37.61919557,127.0754877,,,,병원,
미림한방병원,서울특별시 강남구 논현동 2번지 10호 아이올리빌딩 1층~4층,서울특별시 강남구 도산대로6길 14 아이올리빌딩 1층~4층층 (논현동),201848.5077,445944.7517,37.51572863,127.0216421,,,,병원,
세란병원,서울특별시 종로구 무악동 32번지 2호,서울특별시 종로구 통일로 256 (무악동),196173.8536,452543.7122,37.57533927,126.9577083,,,,병원,
사단법인) 누가선교회 누가치과병원,서울특별시 중구 을지로3가 302-1 1층,,,,,,,,252.83,병원,
네모치과병원(명동점),서울특별시 중구 남대문로1가 18번지  대일빌딩 11층,서울특별시 중구 남대문로 120 (남대문로1가대일빌딩 11층),198432.2954,451739.3402,37.56794018,126.9831329,,,415.29,병원,
동산요양병원,서울특별시 중구 신당동 291번지 48호,서울특별시 중구 다산로36길 11 (신당동),201362.6956,451177.2225,37.56285632,127.0161846,,,1133.75,병원,
광화문자생한방병원,서울특별시 중구 순화동 1번지 170호 케이지타워,서울특별시 중구 통일로 92 케이지타워 128층 (순화동),197214.2058,451259.6719,37.56359556,126.9692224,,,2454.42,병원,
반도정형외과병원,서울특별시 중구 신당동 422번지 4호,서울특별시 중구 동호로 202 (신당동),200823.5125,450412.5869,37.5559932,127.0101104,,,1317.7,병원,
더블유치과병원,,서울특별시 중구 장충단로 263 14층 (을지로6가 밀리오레상가건물),200697.8212,451764.4748,37.56811569,127.0084727,,,147.94,병원,
유치과병원,서울특별시 중구 신당동 336번지 3호,서울특별시 중구 다산로 175 3층 (신당동 명덕빌딩),201064.9637,450779.721,37.5592822,127.0128582,,,204.8,병원,
라임나무치과병원,서울특별시 중구 명동1가 53번지 1호 7층,서울특별시 중구 명동길 43 7층 (명동1가 신한은행),198582.3397,451302.6029,37.56399818,126.9847371,,,533,병원,
연세스위트치과병원,,서울특별시 중구 퇴계로 447 211~213호 (황학동 황학아크로타워),201836.9582,451519.3595,37.56604198,127.0217218,,,294.3,병원,
강남와이케이병원,서울특별시 강남구 논현동 90-7 디와이빌딩,서울특별시 강남구 학동로 233 디와이빌딩 3층 일부4~6층 (논현동),202995.5127,445922.6721,37.51549792,127.0346989,,,,병원,
연세슬기병원,서울특별시 성동구 도선동 365번지 1호,서울특별시 성동구 무학로2길 8 (도선동),202640.9656,451334.9344,37.56427035,127.030678,,,2043.84,병원,
활명한방병원,서울특별시 서대문구 북가좌동 150 DMC요진아파트,서울특별시 서대문구 수색로 102 2~4층 (북가좌동 DMC요진아파트),191836.2755,452295.3328,37.57286602,126.9083005,,,,병원,
산치과병원,,서울특별시 중구 세종대로21길 52 1층 (태평로1가 조선일보광화문빌딩),197821.219,451827.081,37.56872554,126.9761252,,,136.2,병원,
참바로병원,서울특별시 중구 흥인동 86번지 리마크빌 2~3층,서울특별시 중구 다산로 258 23층 (흥인동 리마크빌),201400.8244,451528.0122,37.56579485,127.0166238,,,,병원,
위비앙병원,서울특별시 마포구 아현동 346-5,서울특별시 마포구 신촌로 240 (아현동),195728.2232,450517.899,37.5569501,126.9524479,,,,병원,
서울양병원,,서울특별시 강동구 천호대로 1159 (길동),212316.4791,447989.1761,37.53406658,127.1401238,,,,병원,
고은빛여성병원,,서울특별시 강동구 천호대로 1151 (길동),212244.5325,447998.3268,37.53415608,127.1393358,,,,병원,
서울백제병원,서울특별시 용산구 한남동 657-59,,,,,,,,1937,병원,
중대용산병원(학교법인 중앙대학교),서울특별시 용산구 한강로3가 65번지,,,,,,,,17821,병원,
효창중앙병원,서울특별시 용산구 효창동5-99,,,,,,,,1293.6,병원,
서울송도병원,,서울특별시 중구 다산로 78 (신당동 송도병원),200668.0259,449903.5387,37.5511666,127.0083817,,,,병원,
서울원광한방병원,서울특별시 용산구  55번지 B1층 1층,서울특별시 용산구 한강대로40가길 24 (한강로2가),197479.1245,447637.3472,37.53097828,126.9723047,,,1381.17,병원,
소화병원(의료법인 소화병원),서울특별시 용산구 서계동 224번지 32호,서울특별시 용산구 청파로 383 (서계동 소화아동병원),197160.9178,450168.3236,37.55376869,126.9686725,,,7132.3,병원,
신명한방병원,서울특별시 용산구 이태원1동 22번지 2호 청화아파트 상가동 301호,서울특별시 용산구 장문로 27 (이태원동청화아파트 상가동 301호),199471.3097,447522.747,37.52910718,126.9936729,,,972,병원,
제인한방병원,서울특별시 성동구 송정동 81번지 14호,서울특별시 성동구 광나루로 243 (송정동),204968.4683,449690.1979,37.54946127,127.0569437,,,1921.19,병원,
은혜요양병원,서울특별시 성동구 용답동 235번지 8호,서울특별시 성동구 자동차시장1길 85 (용답동),205861.7783,450912.3026,37.56053772,127.0671486,,,1046.79,병원,
네오메디플러스치과병원,서울특별시 성동구 용답동 2번지 3호 장안빌딩 3층,서울특별시 성동구 천호대로 320 3층 (용답동),204811.0052,451358.6071,37.56440634,127.0551312,,,236,병원,
효하수요양병원,서울특별시 성동구 용답동 235번지 8호 (34층),서울특별시 성동구 자동차시장1길 85 (용답동),205861.7783,450912.3026,37.56053772,127.0671486,,,1120,병원,
혜당한방병원,,서울특별시 마포구 독막로 32 지112457층 (합정동),192577.2155,449537.9982,37.54802876,126.9167805,,,,병원,
리드힐병원,서울특별시 은평구 역촌동 44번지 28호,서울특별시 은평구 연서로 10 지하2~지상9층 (역촌동),192551.9898,455278.5684,37.59998637,126.9164557,,,,병원,
이엔이치과병원,서울특별시 양천구 신정4동 888번지 47호,서울특별시 양천구 신정중앙로 103 (신정동),187852.7234,447149.1832,37.52650137,126.8633719,,,,병원,
청병원,서울특별시 강동구 성내동 553번지 17호 G.M.F.빌딩,서울특별시 강동구 올림픽로 546 G.M.F.빌딩 (성내동),210640.9755,447566.0839,37.53024719,127.1210224,,,,병원,
경찰병원,,서울특별시 송파구 송이로 123 국립경찰병원 (가락동),210849.8973,443789.337,37.49641457,127.1234875,,,,병원,
더조은요양병원,서울특별시 노원구 월계동 50번지 1호,서울특별시 노원구 화랑로 323 (월계동),205548.2321,456950.1521,37.61490402,127.0636521,,,,병원,
시온요양병원,서울특별시 성동구 용답동 235번지 8호 (지하1층 지상345층),서울특별시 성동구 자동차시장1길 85 지하1 지상3~5층 (용답동),205861.7783,450912.3026,37.56053772,127.0671486,,,2125.12,병원,
의료법인구봉의료재단 세왕병원,서울특별시 성동구 행당1동 130번지 115호,서울특별시 성동구 왕십리로 269 (행당동),203242.7758,450703.1,37.55860571,127.0374791,,,2249.52,병원,
서울중앙병원,서울특별시 성동구 금호동2가 500번지 9호,서울특별시 성동구 금호산길 41 (금호동2가),201618.1775,449975.5872,37.55197686,127.0192348,,,2586.38,병원,
동인병원,서울특별시 성동구 하왕십리동 846번지 10호,,,,,,,,3017.92,병원,
영동병원,서울특별시 성동구 성수2가3동 275번지 2호,,,,,,,,2398.4,병원,
9988병원,서울특별시 성동구 행당동 130번지 115호 9988병원빌딩,서울특별시 성동구 왕십리로 269 (행당동),203242.7758,450703.1,37.55860571,127.0374791,,,1939.21,병원,
서울특별시장애인치과병원,서울특별시 성동구 홍익동 102번지,서울특별시 성동구 마장로 207 (홍익동),202827.9731,451607.692,37.56670859,127.0328083,,,1606.62,병원,
남서울요양병원,서울특별시 구로구 가리봉동 137-5  A동1234567층 B동 567층,서울특별시 구로구 남부순환로 1291  A동1234567층 B동 567층 (가리봉동),190588.9086,441873.5041,37.47888923,126.8943284,,,,병원,
서울연세병원,서울특별시 성동구 행당1동 198번지 1호,서울특별시 성동구 왕십리로 296 (행당동),203125.7512,450929.9584,37.56064021,127.0361477,,,1219,병원,
프라임병원,서울특별시 성동구 성수2가3동 279번지 44호,서울특별시 성동구 동일로 133 (성수동2가),205665.6408,449129.6219,37.54440228,127.0649106,,,1656.96,병원,
사랑플러스병원,서울특별시 강동구 명일동 345번지 8호,서울특별시 강동구 양재대로 1580 (명일동),212618.6539,449389.3205,37.54668486,127.1436059,,,,병원,
굿모닝요양병원,서울특별시 성동구 용답동 235-3 2~7층,서울특별시 성동구 천호대로 436 2~7층 (용답동),205869.8319,450941.1897,37.56069158,127.0672093,,,,병원,
연세사랑병원,서울특별시 서초구 방배동 478번지 3호   479번지 5호,서울특별시 서초구 효령로 10 (방배동),198754.8414,441614.293,37.4767069,126.9866879,,,,병원,
인제대학교 서울백병원,,서울특별시 중구 마른내로 9 (저동2가),,,37.56482781,126.98867,,,,병원,
노블요양병원,서울특별시 은평구 응암동 104번지 7호 지하1층 1~7층,서울특별시 은평구 응암로 304 지1 1~7층 (응암동),192972.5104,455129.7034,37.59846794,126.9211898,,,,병원,
을지치과병원,서울특별시 중구 을지로3가 302번지 1호,서울특별시 중구 을지로14길 12 (을지로3가),199213.9958,451479.2513,37.56564528,126.9919678,,,,병원,
시온요양병원,서울특별시 성동구 용답동 235번지 8호,서울특별시 성동구 자동차시장1길 85 지하1지상3~5층 (용답동 JS빌딩),205861.7783,450912.3026,37.56053772,127.0671486,,,,병원,
의료법인해인의료재단 동신한방병원,서울특별시 양천구 목1동 404번지 256호 지하2층~지상6층 8층~9층,서울특별시 양천구 오목로 351 B2~68~9층 (목동),189036.362,446938.5116,37.52460313,126.8767926,,,,병원,
최차혜병원,서울특별시 광진구 화양동 21번지 20호,서울특별시 광진구 동일로30길 9 (화양동),205926.2713,449507.2251,,,,,3750.74,병원,
연세무척나은병원,서울특별시 광진구 능동 222번지 13호 외 222-14,서울특별시 광진구 천호대로 568 (능동),207070.3923,450446.7738,37.55626306,127.0808983,,,1744.22,병원,
동부병원,서울특별시 광진구 화양동 24번지 17호,서울특별시 광진구 동일로 154 (화양동),205799.1627,449285.8202,37.54576309,127.0663265,,,753.28,병원,
광진구의한방병원,서울특별시 광진구 구의1동 234번지 14호,서울특별시 광진구 광나루로 506 (구의동),207501.5643,449169.3706,37.54471701,127.0856649,,,1156,병원,
경희생생한방병원,서울특별시 광진구 자양동 25-2 생생한방병원,서울특별시 광진구 동일로 82-1 생생한방병원 지하1~5층 (자양동),205507.103,448633.8245,37.53992249,127.0629491,,,,병원,
동부참사랑요양병원,서울특별시 광진구 화양동 24번지 17호,서울특별시 광진구 동일로 154 (화양동),205799.1627,449285.8202,37.54576309,127.0663265,,,3010.69,병원,
서울에이스요양병원,서울특별시 동대문구 용두동 36번지 2호 외 2필지,서울특별시 동대문구 고산자로 379 (용두동),203263.5574,452379.2003,37.57364767,127.0377202,,,,병원,
서울성모병원,서울특별시 영등포구 영등포동8가   12-1,,,,,,,,0,병원,
광진예치과병원,서울특별시 광진구 능동 276-2,서울특별시 광진구 천호대로 556 (능동),206972.7216,450495.8932,37.55673393,127.0797023,,,363.75,병원,
국립정신건강센터,서울특별시 광진구 중곡동 30번지 1호,서울특별시 광진구 용마산로 127 (중곡동 국립정신건강센터),207510.0768,451417.8644,37.56508623,127.0857766,,,,병원,
강남을지대학교병원,서울특별시 강남구 논현동 59번지,서울특별시 강남구 도산대로 202 (논현동 강남을지병원),202457.2813,446353.556,37.5194081,127.0286272,,,,병원,
서울프라임병원,서울특별시 광진구 자양동 24-9 B1~2 2~7층,서울특별시 광진구 동일로 92-1 B1~2 2~7층 (자양동),205558.6771,448728.0568,37.54065799,127.0635961,,,,병원,
바른본병원,서울특별시 광진구 군자동 27번지 2호 지하123456층,서울특별시 광진구 능동로 261 (군자동),206746.7083,450141.9318,37.5535169,127.0771535,,,1551.59,병원,
참요양병원,서울특별시 강서구 화곡동 1052번지 6호,서울특별시 강서구 강서로 182 (화곡동),185764.8988,448963.0825,37.54287534,126.8396541,,,,병원,
조앤조병원,서울특별시 중랑구 망우동 207번지 1호,서울특별시 중랑구 망우로 474 (망우동 조앤조병원),209177.6828,455333.0445,37.60030636,127.1047151,,,,병원,
서울페이스21치과병원,서울특별시 강남구 역삼동 825 미진프라자 21층,서울특별시 강남구 강남대로 390 미진프라자 21층 (역삼동),202462.6048,443960.1863,37.49783995,127.0285788,,,,병원,
강동성모요양병원,서울특별시 강동구 천호동 362번지 3호 로뎀빌딩,서울특별시 강동구 올림픽로80길 31 로뎀빌딩 (천호동),211171.4675,449037.2952,37.54347172,127.1271826,,,,병원,
한양대학교병원,,서울특별시 성동구 왕십리로 222-1 (사근동),204108.2637,450698.5708,37.55450355,127.0466112,,,,병원,
구의한방병원,서울특별시 광진구 구의1동 234-14,,,,,,,,1247,병원,
성바오로한방병원,서울특별시 동대문구 왕산로 318(전농2동 620-56),,,,,,,,972,병원,
의료법인영일의료재단실로암요양병원,서울특별시 동대문구 전농로 37(답십리1동 266-3 2층 3층 267-8 1-3층),,,,,,,,769,병원,
한림대학교임상치의학대학원치과병원,서울특별시 동대문구 약령시길 158(청량리2동 235-2),,,,,,,,5089.71,병원,
의료법인 영일의료재단 실로암요양병원,서울특별시 동대문구 전농로 37 39(답십리동 267-8 123층 266-3 234층),,,,,,,,768.68,병원,
브레인병원,서울특별시 동대문구 벚꽃6길 40(장안동 311-5)지하1층 지상1~6층,서울특별시 동대문구 장한로32길 7 (장안동),206344.1627,452578.5598,37.57546869,127.0725832,,,3187.44,병원,
효림병원,서울특별시 동대문구 고산자로 179(용두동 45-1) 지상2345층,,,,,,,,2333,병원,
서울편안한요양병원,서울특별시 동대문구 답십리동 268번지 3호,서울특별시 동대문구 전농로 45 (답십리동),204946.5685,451861.6658,,,,,1360.39,병원,
새마음요양병원,서울특별시 성북구 정릉동 16번지 486호 외2필지,서울특별시 성북구 동소문로 215 (정릉동),201837.9248,455449.0815,37.60131168,127.0214664,,,,병원,
청량성모병원,서울특별시 동대문구 망우로 50-1(전농2동 602-29),,,,,,,,1155,병원,
서울명병원,서울특별시 동대문구 용두동 45번지 1호,서울특별시 동대문구 고산자로 421 (용두동),203286.0253,452787.9008,37.57738655,127.0379219,,,3450.75,병원,
코리아병원,서울특별시 동대문구 장한로 143(장안4동 306-4),서울특별시 동대문구 장한로 143 (장안동),206246.5334,452326.9065,37.57319766,127.0715189,,,,병원,
에스(S)리더치과병원,서울특별시 광진구 화양동 6번지 1호 3 4층,서울특별시 광진구 능동로 103 3.4층 (화양동),206163.282,448682.5788,37.54033404,127.0705071,,,,병원,
리안요양병원,서울특별시 광진구 자양동 25-2,서울특별시 광진구 동일로 82-1 (자양동),205507.103,448633.8245,37.53992249,127.0629491,,,,병원,
방화병원,서울특별시 강서구 방화동 572번지 11호,서울특별시 강서구 양천로 92 지하1 지상1~6층 층호 (방화동 방화정형외과),183500.1833,452337.3214,37.57323669,126.8139981,,,,병원,
멘토스병원,서울특별시 동대문구 답십리동 12번지 262호,서울특별시 동대문구 한천로 49 (답십리동),205366.0895,451593.2511,37.56656543,127.0616191,,,3398,병원,
의료법인동신의료재단 동신병원,,서울특별시 서대문구 연희로 272 동신병원 본관동 (홍은동),194321.4174,453224.786,37.58110608,126.9365833,,,,병원,
브레인요양병원,,서울특별시 동대문구 장한로32길 7 (장안동),206344.1627,452578.5598,37.57546869,127.0725832,,,,병원,
대한민국요양병원,서울특별시 동대문구 장안동 313번지 3호 지하1층지상1~11층,서울특별시 동대문구 장한로 200 (장안동 KS빌딩),206335.2966,452888.852,37.57829472,127.072484,,,2361.6,병원,
엘치과병원,서울특별시 동대문구 답십리동 94번지 9호 목련빌딩 3층,서울특별시 동대문구 전농로 102 3층 (답십리동),205049.0959,452418.2704,37.5739828,127.0578551,,,270.6,병원,
의료법인마리아의료재단마리아병원,서울특별시 동대문구 하정로 22(신설동 103-1011),서울특별시 동대문구 천호대로 20 (신설동),202175.202,452453.201,37.57434009,127.0251642,,,2993,병원,
행복닥터스요양병원,서울특별시 동대문구 제기동 892번지 64호,서울특별시 동대문구 정릉천동로 102 지하1층~지상4층 (제기동),203109.5955,453230.2873,37.5814263,127.0360236,,,4172.33,병원,
강동미즈여성병원,,서울특별시 강동구 천호대로 1043 (천호동),,,37.53762206,127.1281051,,,,병원,
서울유병원,서울특별시 강북구 미아동 62-38 서울유병원BK빌딩,서울특별시 강북구 도봉로 77 지하2층~지하1층 3층~8층층 (미아동),202551.6497,457089.45,37.6160721,127.0295653,,,,병원,
동서울병원,서울특별시 동대문구 왕산로 156(신설동 98-28),서울특별시 동대문구 왕산로 18 (신설동),202196.0067,452640.3748,37.57604558,127.0256051,,,,병원,
서울라본병원,,서울특별시 중랑구 망우로 476 (망우동),209210.8307,455338.5682,37.60031188,127.1050937,,,,병원,
하늘병원,서울특별시 동대문구 답십리동 492번지 2호 하늘병원,서울특별시 동대문구 천호대로 317 하늘병원 (답십리동),204831.4613,451444.506,37.56517853,127.0556347,,,8528.69,병원,
서울특별시 동부병원,서울특별시 동대문구 용두동 118번지 20호 21호,서울특별시 동대문구 무학로 124 (용두동),202716.1973,452561.4862,37.57535399,127.0315127,,,22825.55,병원,
한걸음요양병원,서울특별시 중랑구 상봉동 101번지 이지팰리스,서울특별시 중랑구 망우로 316 이지팰리스 5~7층 503-2504505601~605701~705호 (상봉동),207660.8837,454911.1103,37.59652239,127.087565,,,,병원,
의료법인유라의료재단 온누리요양병원,서울시 성북구 장위3동 50-50,서울특별시 성북구 화랑로 271 (장위동),205115.2701,456653.3473,37.61217203,127.0588102,,,,병원,
경희대학교치과병원,서울특별시 동대문구 회기동 1번지 5호,서울특별시 동대문구 경희대로 23 (회기동 경희의료원),204469.209,454934.0474,37.59377621,127.0507417,,,,병원,
나누리병원,서울특별시 강남구 논현동 63번지 8호,서울특별시 강남구 언주로 731 (논현동),202937.1468,446451.613,37.52030661,127.0339793,,,,병원,
경희대학교한방병원,서울특별시 동대문구 경희대길 45(회기동 산1번지),서울특별시 동대문구 경희대로 23 (회기동),204573.6764,454934.0474,37.59377621,127.0507417,,,,병원,
이솝한방병원,서울특별시 강남구 삼성동 170 대윤빌딩,서울특별시 강남구 영동대로96길 34 대윤빌딩 1층 (삼성동),205703.1011,445447.1434,37.51116375,127.0653063,,,,병원,
서울제일한방병원,,서울특별시 노원구 노원로 461 2층 (상계동),205732.0111,461679.8238,37.65744188,127.0656174,,,,병원,
시카고치과병원,서울특별시 동대문구 하정로 4(신설동 117-21),서울특별시 동대문구 천호대로 2 (신설동),202012.6215,452528.1932,37.57504599,127.0235923,,,242,병원,
신우요양병원,서울특별시 동대문구 전농동 1번지 64호 지하1지상13~6층,서울특별시 동대문구 한천로 207 지하1지상13~6층 (전농동),205941.7508,453021.4114,37.57954248,127.068137,,,2492.49,병원,
경동요양병원,서울특별시 동대문구 청량리동 689번지 지하2층~지상10층,서울특별시 동대문구 약령시로 124 (청량리동 지하2~지상10층),203796.3403,453405.4216,37.58294483,127.0437714,,,,병원,
참튼튼병원,서울특별시 동대문구 장안2동 294번지 11호 369-3(6~9층),서울특별시 동대문구 답십리로 261 (장안동),206056.5949,452278.2146,37.57273278,127.0693591,,,2370.98,병원,
날개병원,서울특별시 동대문구 용두동 740번지 1호,서울특별시 동대문구 무학로 193-1 (용두동),202533.3261,453257.5818,37.58146848,127.0294712,,,1108.61,병원,
서울대윤병원,서울특별시 영등포구 신길동   103-21,,,,,,,,0,병원,
린여성병원,서울특별시 동대문구 장안동 370번지 1호 외 1필지 (본관 및 신관),서울특별시 동대문구 답십리로 266 파워스빌딩 (장안동),206099.7433,452218.1888,37.57228127,127.0698445,,,4048.79,병원,
영동병원,서울특별시 동대문구 장안동 413번지 1호 413-8호,서울특별시 동대문구 한천로 4 (장안동),205102.9966,451221.5683,37.56324493,127.0585537,,,3362.99,병원,
서울나은병원,서울특별시 동대문구 제기동 1046번지 4호,서울특별시 동대문구 왕산로 137 (제기동),203350.9382,452917.2015,37.57856929,127.0387314,,,2960.47,병원,
한걸음병원,서울특별시 중랑구 상봉2동 101 이지펠리스빌딩 504~505호 601~605호 701~705호,,,,,,,,4401.06,병원,
의료법인 우리아이들 의료재단 우리아이들병원,서울특별시 구로구 구로동 586번지 5호 삼전솔하임,서울특별시 구로구 새말로 15 2~9층 (구로동 삼전솔하임),189538.8798,444449.405,37.50218582,126.8824721,,,,병원,
삼육치과병원,서울특별시 동대문구 휘경2동 20번지 산6-7,서울특별시 동대문구 망우로 82 (휘경동),205516.3516,453905.9204,37.58621194,127.0635533,,,,병원,
해솔요양병원,,서울특별시 중랑구 동일로 649 (면목동),,,37.58845822,127.0797091,,,854.06,병원,
서울신내요양병원,서울특별시 중랑구 신내1동 418번지 6호,서울특별시 중랑구 용마산로 622 (신내동),208864.5189,456011.7932,37.60640231,127.1011683,,,945.56,병원,
기운찬병원,서울특별시 중랑구 면목동 161번지 2호,서울특별시 중랑구 동일로 606 (면목동),207007.8577,453567.6335,37.58437643,127.0801349,,,1238.48,병원,
자닮인요양병원,서울특별시 송파구 가락동 48번지 3호,서울특별시 송파구 송이로 81 (가락동 르노삼성자동차),210574.0379,444069.1846,37.49877505,127.1204037,,,,병원,
의료법인 서울기독병원,서울특별시 중랑구 면목동 568번지 1호 원진재단부설녹색병원,서울특별시 중랑구 사가정로49길 53 (면목동),207545.4314,453474.5801,37.58356398,127.0860604,,,0,병원,
원진재단부설녹색한방병원,서울특별시 중랑구 면목3.8동 568-1,,,,,,,,2476.48,병원,
서울J요양병원,서울특별시 중랑구 상봉2동 475번지 11호 외 3필지,서울특별시 중랑구 망우로 166-17 (상봉동),206260.3946,454407.5663,,,,,835.86,병원,
자연애요양병원,서울특별시 중랑구 신내1동 418-6,,,,,,,,697.42,병원,
서울대윤병원,서울특별시 영등포구 신길동   103-21,,,,,,,,0,병원,
한마음한방병원,서울특별시 성북구 종암동 3-1342 청한빌딩 45층,서울특별시 성북구 종암로 129 청한빌딩 45층 (종암동),202819.8718,455458.0247,37.60143226,127.0327235,,,,병원,
혜민병원,서울특별시 광진구 자양동 627번지 3호,서울특별시 광진구 자양로 85 (자양동),207307.2706,448107.5525,37.53543771,127.0833987,,,,병원,
씨티칼리지요양병원,서울특별시 강남구 논현동 94번지 22호 카로시티Ⅲ,서울특별시 강남구 선릉로 751 카로시티Ⅲ (논현동),203388.0514,446619.5865,37.52170631,127.0392287,,,,병원,
행복한병원,서울특별시 중랑구 망우본동 489번지 1호 567층,서울특별시 중랑구 망우로 403 567층 (망우동),208490.0194,455252.7157,37.59942728,127.096891,,,1858.25,병원,
동서병원,서울특별시 성북구 하월곡동 88번지 747호 동서병원,서울특별시 성북구 동소문로 306 동서병원 (하월곡동),202482.8408,456067.2524,37.6068928,127.0289241,,,4193.73,병원,
경희생생한방병원,서울특별시 강서구 등촌동 700 플러스존,서울특별시 강서구 공항대로41길 34 플러스존 34층 (등촌동),186299.7427,450792.0165,37.55927967,126.845712,,,,병원,
강남센트럴요양병원,,서울특별시 송파구 송이로 156 태정타워 (가락동),210944.8601,443429.7814,37.49302652,127.1245988,,,,병원,
치유본한방병원,서울특별시 강서구 화곡동 114-12 더와이즈황병원,서울특별시 강서구 화곡로 188 더와이즈황병원 3~8층 (화곡동),186001.4903,448899.5002,37.54224964,126.8423683,,,,병원,
면력한방병원,서울특별시 강서구 마곡동 795-7 열린프라자,서울특별시 강서구 마곡중앙6로 93 열린프라자 6710층 602603604605호 (마곡동),185593,450880,37.56013568,126.8376979,,,,병원,
희망요양병원,서울특별시 노원구 상계동 387번지 226호,서울특별시 노원구 상계로26길 7 (상계동),206185.3418,461762.6645,37.65823989,127.0708944,,,,병원,
